assessment_id,student_id,educator_id,subject,domain,score,assessment_date,assessment_period,learning_objective_id,notes
a346a0eb-a1ad-4f6b-bfe3-650d4eafd9d9,65903113-5288-4cc4-a9f5-29748db004d8,d88eccbd-8bb6-45a5-bb5c-a82ff191ac66,physical,health,5.5,2025-01-18,winter,6523e009-4eb3-43c5-a151-39e107b5afec,
e34c04f8-c992-4547-8464-51bc2682aea1,beb28f1d-b7f6-402f-8cea-a8b78c35df13,fd1254cb-4827-4ba3-9c39-9e58cd1f986b,physical,gross_motor,4.0,2024-08-15,fall,3dc92bc9-0897-46a3-8581-f63d0206fb62,
5040c9d0-8a71-463e-a9ed-e2cd29d543e9,348a816a-18c1-4bed-b30b-ac625342d240,32e2a680-6b7b-4245-8db5-2b369564cb37,math,operations,2.7,2024-11-12,fall,b299790f-9f9c-4cf3-82b8-9be6aa3ef89f,Shows creative problem-solving approaches.
64007628-4ca7-4550-988f-2509f0a2baff,37664ef9-9df7-42be-9aa3-7de6e0b9a790,37401cbf-f6ea-4af2-ad0c-5b207f5113fc,math,geometry,5.4,2025-05-18,spring,f8b9cd7b-8338-45a1-ab11-63f38a980de5,
72899932-2350-46a5-9853-83217e584dc7,0b49e24d-2db5-4296-b62f-5a5e2c996934,d253ef65-fa40-42fc-a4f4-8d45e88395a2,literacy,vocabulary,3.6,2025-01-13,winter,b8115fa8-6830-4567-91e4-4d9f543825cf,
9efdcdf8-6e9b-4b0d-8877-91f40f9799b3,8f95c43a-15b4-456d-bee1-4de868344407,10c7e62d-516d-41e9-b861-e3faf544993b,math,counting,7.1,2026-01-11,winter,d574fc6d-c7f5-4c1f-8db2-8d51b86cbee5,
6fffab47-9c2f-4316-ba08-079e97d261af,e9968778-b8fa-45ef-bad1-9180f173b7fc,3990190b-443c-4973-a347-2d774a66759f,math,operations,7.9,2024-11-19,fall,b299790f-9f9c-4cf3-82b8-9be6aa3ef89f,
e95710fc-36b6-4318-b76f-cf91b9b46710,2e9a8fcf-4331-4f9d-aac3-5783d785036d,48eb21ce-44e3-48cd-9b38-69e7c0552da9,math,patterns,8.4,2024-09-10,fall,31e6d1d9-e628-4330-8164-e9e9759556aa,Shows creative problem-solving approaches.
438a3e51-3c41-4da3-9d03-6d0890e91091,9cb721b1-9588-46c8-80cd-54892a34204c,3990190b-443c-4973-a347-2d774a66759f,literacy,writing,6.2,2025-07-22,spring,823d752a-3f5c-4e8a-a53e-beb92b42cfb2,
b102e13f-f016-429a-96b4-20386efbdfec,162500f6-da1e-4d6c-86f7-a95ea5a4e5b2,1708bed3-67be-49f1-a416-d3a122818764,science,inquiry,4.3,2026-01-31,winter,da11c031-83ab-40a9-a7db-0a804520e43e,
e9b2169a-e125-46e7-86b7-70b5cd92f270,6d2ee5b0-3bf2-4096-8977-60541ea3b549,742de1f3-e668-4fb2-8f3f-d155d2c1a5ed,math,operations,2.8,2025-12-27,fall,9ed0a0c5-3317-4c72-bed6-5677ec62d3a8,
f43546db-d9a4-4253-b6f9-969eef207331,2cfce324-a313-4441-b79c-0d14c93ed606,cb916474-8f4a-43a9-a28e-685536b628ee,literacy,vocabulary,6.9,2025-11-08,fall,b8115fa8-6830-4567-91e4-4d9f543825cf,
d0d02ff7-3318-409f-a3ef-72ce4768f0f4,9bd03456-70ca-497b-aa92-aa7762ac3ee7,03ac7b40-c4c3-4d9f-a06b-c944b2e44907,math,counting,5.6,2024-09-20,fall,4b314d63-2602-4f80-b7c3-66018fc4b021,
045f7111-b254-4107-b582-ecac6f4601c8,6d8fa022-ea76-473e-ab7f-d489c5cf7fb1,10fe8f2e-029d-44ef-8e9e-b04564c5065e,physical,health,8.1,2025-12-09,fall,6523e009-4eb3-43c5-a151-39e107b5afec,
fb907ad3-7c05-4a1c-b691-bc9922b729f8,e483e04f-2604-466b-92bd-120796c13621,affe5f86-cc71-4931-bdd7-bcadd590b826,science,observation,4.7,2024-09-15,fall,f3e9252c-0453-4bb8-9831-d4d000ce39ed,
475b9327-7e9a-49eb-a7f1-fbc61806f025,57d0e52c-2777-44a5-a5a4-ac25ac4a9463,0ecaf18d-e3e6-4363-80d4-c6178a2ff5b5,literacy,phonics,8.4,2026-04-02,spring,1a2c9205-b65c-4df5-9032-93dab0c595ed,
0b3e8fd6-0ef3-4d42-a4f9-abf78dbf86f0,beb571c4-f4c7-48c2-a42d-021ff729804f,bb7da87a-d5a4-4880-88e9-c312a637e941,math,operations,5.6,2024-10-31,fall,9ed0a0c5-3317-4c72-bed6-5677ec62d3a8,
58ffaf24-7044-44d2-8a4c-961aff70f859,7bf1d9ae-8860-4c4c-a94b-f23528db58d7,5722fea8-9475-46ba-b07b-c05bdd10236a,physical,gross_motor,7.4,2024-12-06,fall,eebc429f-32ec-46f8-8d36-c311c13a1bef,
df519356-6bf1-4645-802f-c43d067c9ba5,3b2cb0eb-5993-4fdc-ba49-caf589bb602d,b337a6f7-bf45-4404-842f-e66df291c57f,science,earth_science,7.7,2025-12-12,fall,c475a8e2-fbd0-44f7-ad48-1f3b3eba54e7,
79c4978b-4840-47c8-aa7e-5fed92aaac4a,3b95c154-5ddc-4b47-ac69-3dcfd33128b9,03a3ca70-6b54-4a03-9e2e-4b13d4857f2d,literacy,vocabulary,1.1,2024-06-13,spring,16baebea-6b02-4655-a269-d259ba2477f4,Responded well to scaffolded instruction.
944c1725-90e4-4587-82d0-db2cd1d427db,01baa7e6-7629-4815-a031-81d19cddb38b,8de6a853-4c67-4553-8208-84f0849974b1,literacy,phonics,7.3,2024-06-14,spring,2a9a0123-834b-47c9-8459-b8fc0c200c41,
cd630f76-85c3-4cad-b20c-0df1726e4b10,90e1b7b9-1ef6-43b2-9959-b6a5138e0093,9dafe931-4a35-488f-91e4-a61d2b58fdc3,literacy,vocabulary,6.2,2025-12-15,fall,533a962b-4003-4f4b-afda-ac164c931447,
60dde5d0-457f-485a-8b3d-71c3bfd81a53,be541edc-0296-4be5-be83-106c31a96dca,f104a240-80e6-4c12-a409-dedec41b99eb,math,operations,3.3,2024-06-03,spring,40e5fbd3-df9d-46ec-bf7b-5e86d16a2bcd,
2d976070-0e09-4123-9c17-c1a72d375edc,6858e4e6-b36f-4c0e-ad18-d97849f11b79,52a631ab-d743-4e81-b594-c9550f347fde,math,counting,4.2,2025-04-10,spring,cb8e3839-5409-41d1-90cc-0dd6d0eab990,
e4dbd021-e539-4a48-af2f-cbc772c7bdd8,45cee783-de70-44ef-bbe2-fa8c930920c8,ac28c0a6-2045-4a86-80b1-61397c5f8e58,physical,gross_motor,7.3,2025-06-15,spring,eebc429f-32ec-46f8-8d36-c311c13a1bef,Shows creative problem-solving approaches.
5fff5f50-f242-426f-88b5-53b2a8dd44d5,3b791643-d05c-430e-ab20-c9ff8e2f7f1a,fde39350-6fdd-408b-973b-1a8c669e5553,science,earth_science,3.9,2024-09-23,fall,c475a8e2-fbd0-44f7-ad48-1f3b3eba54e7,
38df4d21-ee55-457f-9829-8acda929508f,7e3932f3-4f05-4527-a8c0-c477ea3843f8,03a3ca70-6b54-4a03-9e2e-4b13d4857f2d,math,operations,3.1,2024-11-04,fall,40e5fbd3-df9d-46ec-bf7b-5e86d16a2bcd,
3de37ef4-edad-45fe-a231-a44f8520e794,350f5499-5298-4cc4-a5f8-942df982d608,a3fef154-d9b1-47b7-8667-fa9511cd663e,literacy,comprehension,4.9,2026-03-30,winter,1e80ae4a-463a-4964-b2b6-fc7f29864e28,Shows creative problem-solving approaches.
a79fee27-060f-41c0-b349-b4b6daf2480a,eab0a5d2-eb48-49b3-a2ca-34b88fb9d1af,da272521-aac6-48f8-822b-4458301451cf,science,physical_science,3.6,2025-07-02,spring,678b9963-3102-4d7f-96b7-1d0e7fe7a45d,
58b8d1f6-fb0a-4e68-9faf-db5d442c3810,8205ef5d-3b14-4288-ac06-fa4a889fee03,12004d06-ea32-48b8-9c21-59c71fc535a7,social_emotional,conflict_resolution,1.3,2025-12-02,fall,36fa5566-bae6-49a5-a55d-77dbcbf285ea,Making steady progress toward learning objectives.
52c4f262-1284-4dd3-8d2c-938c4b4d8d39,d18c5990-4740-47c6-8a6a-f1e659fb0170,05dfbc50-400e-4cb1-961e-dec1ce9dc2d8,social_emotional,relationships,5.5,2025-04-17,spring,473741e3-f6d9-4975-83f8-ae077c558b57,
767e5a35-be74-493a-b4f2-16ac0c513e47,514d0dbb-1d75-4f67-87cc-ce5290037ffd,c3de8f36-741e-4a47-8a0a-752112ecf9f1,literacy,vocabulary,6.1,2025-11-05,fall,5810d9f2-29cc-4db9-853f-43977e2559de,
561adce2-af84-4a80-8bb7-27f83dddfd19,eb444e3e-a302-4c44-87b2-3d33e87006cf,fe7304db-dcd0-48bf-b777-559b354675a6,math,measurement,6.9,2024-09-08,fall,618223cf-6e0f-48ff-aabd-fb039e975503,
59f0881a-48dd-4585-9e53-ecd8eba17a77,7c4b03f4-46dc-49b7-ae09-10acd77c4a94,c0b3f642-46c1-432b-bc95-c3bbdc470d4e,math,measurement,3.1,2025-05-01,spring,618223cf-6e0f-48ff-aabd-fb039e975503,Excellent progress in peer collaboration activities.
9d40bd83-8e81-46bc-b4de-f6c33c2b9cee,63b47481-a3a1-420e-b048-29c244ad8ffa,2fc67fc5-b184-4711-9551-cc61b1e28cf6,physical,coordination,1.1,2025-11-22,fall,91bd8234-3fef-4979-a060-ac24de79d368,
18e9370f-dd0b-4939-a3c0-d3c8e339d2d5,220c4e23-7605-431b-a77b-c7237f541083,5f020b46-3adc-477e-9420-011698bdcb3c,science,inquiry,4.8,2025-05-23,spring,59cc7ce2-c500-46c9-a148-6e609f0605b0,
6a49e2ed-46c3-4302-b66c-cf8ce146f655,deef6e38-e6c5-423b-a702-6e0d306db218,b337a6f7-bf45-4404-842f-e66df291c57f,science,physical_science,7.8,2025-11-25,fall,39de4e1c-1c5a-4428-a2d0-84b2cc5050c0,
7fb10827-6a84-4ca7-b9cc-a082c62eb095,4e1785ce-9add-43bf-aef4-7e1c3347557a,fd1254cb-4827-4ba3-9c39-9e58cd1f986b,math,operations,2.4,2026-01-26,winter,47c62032-131b-4145-a03c-e9ab05d6a158,
ca8fa930-0b3f-4d40-83df-73650e230272,e794ccb8-fcab-4ff7-9f20-8f10a7ce38a6,fcc50884-769f-4ab2-8d94-051f562ff75d,literacy,comprehension,6.3,2024-04-17,spring,df810b10-f445-4c4c-bfbe-8cbb30659bea,Excellent progress in peer collaboration activities.
e8343387-8b29-4fb3-8280-15710fb94e70,d193e31f-eb56-467e-bcbb-b6f1bf848a6a,c46ba181-f49a-4e55-915d-c9da74e26e9b,social_emotional,relationships,3.2,2024-09-03,fall,473741e3-f6d9-4975-83f8-ae077c558b57,
7a5bdad2-9cf4-427f-bf5c-e50238fb4ac9,b36af6a4-e5e1-4cf6-bde1-4600e41d01d7,ac28c0a6-2045-4a86-80b1-61397c5f8e58,social_emotional,empathy,5.0,2025-04-03,spring,8fbb8aa3-0848-4214-a045-cc9d3321181c,
fb5b43f0-389f-4bd7-8ef6-90edad3636fd,909c85fc-833a-4e72-96c9-928b91d0ba95,16a04692-8043-43d9-86a0-b01e0b5686bf,science,inquiry,8.2,2025-09-21,fall,744566c8-bbf5-4ed3-b3cc-356d86b3bc13,
cca5c99a-65a0-4aa0-9156-468b17ef9c22,bc9b2d69-d0d7-4bbc-b45c-8b5090d7674f,10c7e62d-516d-41e9-b861-e3faf544993b,physical,gross_motor,6.0,2025-05-16,spring,6829b629-8c16-43b0-8664-eb03b171e12b,
926439db-d21b-46e2-b983-50a83092dbb7,02199961-4896-4b6f-8ed6-6342e38f3e6e,0ffa7d3b-ac4b-40f4-9989-71a1cf9cc1c2,math,measurement,8.7,2025-10-21,fall,b3a2b6c0-13be-4135-a9b3-4ee718339869,
59c6607b-c105-45a7-8138-a77a23dafd0c,a7372201-ea84-4a96-b889-46f9456d65e1,cb916474-8f4a-43a9-a28e-685536b628ee,physical,balance,5.5,2025-07-04,spring,99851d62-61af-4077-9ba0-e8c8b480c1da,Shows creative problem-solving approaches.
51015c8d-dbe0-46fe-8fc9-e97afc30b60e,cd907f38-4180-40b0-af66-aa3d56b9bcce,ce269be6-1e00-4625-81f9-69b15946c55a,social_emotional,conflict_resolution,2.8,2024-12-09,fall,c4ac7bbc-2767-43f4-96d4-a9054c1acfb7,
c8633e5d-1a9f-4e59-b7ec-f65fecbe035a,6cd86ab6-e0a8-4621-a420-719cc96ff3aa,297ffae4-e5f8-4d98-b7e1-b460f3eaab8e,physical,coordination,5.4,2024-12-31,fall,51194835-9238-445e-ae91-0266db9c484f,Excellent progress in peer collaboration activities.
fd769121-5614-47c7-8e58-d8727ec9a34c,cf09fde9-4345-4c82-85f1-3ee55e99e1d3,85f2db56-78f6-4852-9fcc-b491703a251e,science,inquiry,1.5,2025-02-07,winter,59cc7ce2-c500-46c9-a148-6e609f0605b0,Shows enthusiasm for hands-on learning activities.
2cf959e1-c189-4ef8-970e-0004b91b1e63,0f835cc5-5be6-4831-8634-27354dbb9a98,f70d0d76-ce74-4d05-8ce8-427d95212437,literacy,vocabulary,5.3,2024-07-12,spring,16baebea-6b02-4655-a269-d259ba2477f4,
65ff83ec-4efa-4285-a4e7-7346463d70bf,15baf96b-89f1-47ec-b044-1ba34334d92d,742de1f3-e668-4fb2-8f3f-d155d2c1a5ed,science,life_science,4.8,2024-10-21,fall,dec5c1bf-61d9-47dc-bc29-9047d971ad88,
4979be87-b32f-4576-ae2c-aaffbf7f9196,9f79acfc-ea16-4ee5-931a-8d5e427a36a4,f633536a-67e3-47b0-8c70-8d5ae194be1f,math,counting,5.7,2025-10-10,fall,88f26b71-8c4c-456c-8474-36df85092ae0,
31bb8315-3252-434c-8dc4-29e33c034cbc,1201b11d-508e-4336-b860-6eaa5df06cbd,12004d06-ea32-48b8-9c21-59c71fc535a7,literacy,reading,4.4,2025-11-19,fall,9f43480c-5057-4725-b5af-9a7762dbea5b,
f50c9626-a738-48f1-852f-81d7b4349d4e,4d6e87e3-8085-490f-9e55-4bdcdb6df842,f902e3ea-25f5-4647-b9a9-f7de0eed5750,math,measurement,2.6,2026-01-21,winter,9eee9aac-a591-4ec6-94dc-7c55eb4d623d,
3a1e5578-47e1-4ed6-bbf3-0688139398b1,deafd27e-ed8b-4289-999b-0e5e76ba7391,a8296b70-3c7b-49f5-99d2-cb5fceb5e30d,literacy,comprehension,3.0,2024-04-03,spring,1e80ae4a-463a-4964-b2b6-fc7f29864e28,
74c1528a-5eb2-48bd-a556-236f38a0eee8,e248eb50-4fd0-4246-b00e-22e7ee0217cd,7fe73a07-3e4e-48cf-ac38-74c945b55cbe,social_emotional,self_regulation,3.6,2024-09-30,fall,f884af6e-be40-4ced-bd46-3702ef44fd7c,
36e8cb31-6ef4-461a-8665-8ee7671ae561,a0f6f6c1-8a63-4e61-9849-2d222c6ed8bc,b1656745-4673-49e0-87f1-10515abb812d,math,operations,7.9,2024-12-29,fall,998fc453-e1ff-4697-8db2-39538ace631c,Shows creative problem-solving approaches.
1d07d586-e4dd-4c29-bcc9-bb9a34a8c026,449e8d83-376d-46bc-94af-6bd2a35d49cb,7df7e611-8d8f-4961-9f09-5fc984dc50cd,physical,fine_motor,6.0,2025-02-13,winter,0275a99f-7f70-4ea8-9580-36fb5ffc56ce,Needs additional support with foundational concepts.
307b92b7-6d43-425c-83ae-880114454d83,542c64cc-79e8-465b-9066-f4b5ef0eaaaf,4221b94e-10f4-4aa4-b624-7c4c39d67c60,math,geometry,4.8,2025-09-06,fall,711fad44-72d5-42e2-8ff7-6f3c0782f293,Demonstrated improvement from the previous period.
8b8fa19e-18b8-4163-bfbb-52b150dcb37e,2f88dd0f-f764-4a2b-92cc-8a7219667ebb,fe7304db-dcd0-48bf-b777-559b354675a6,math,operations,8.4,2024-07-08,spring,998fc453-e1ff-4697-8db2-39538ace631c,
